id_avaliacao,filosofo,id_filosofo,materia,id_materia,classificacao,cor,justificativa
A826,Hu Shih,F35,Criticismo literário,M43,Não Ciência,Cinza,"Hermenêutica estética textual, inerentemente desvinculada do escopo de prever ferramentas analíticas sujeitas à testabilidade natural empírica."
A827,Paulin Hountondji,F36,Acupuntura,M01,Pseudociência,Vermelho,Exige adesão a premissas imunes à refutação empírica universal.
A828,Paulin Hountondji,F36,Alquimia,M02,Pseudociência,Vermelho,Prática hermética e tradicional que recusa a verificação pública metodológica.
A829,Paulin Hountondji,F36,Antropologia Biológica,M03.1,Ciência,Verde,Investigação rigorosamente baseada em evidências submetidas à refutação.
A830,Paulin Hountondji,F36,Arqueologia,M03.2,Ciência,Verde,Pesquisa de registros materiais sujeita à crítica analítica por pares.
A831,Paulin Hountondji,F36,Antropologia Cultural/Social,M03.3,Ciência,Verde,Investigação sistemática baseada em literatura explícita e crítica.
A832,Paulin Hountondji,F36,Antropologia Linguística,M03.4,Ciência,Verde,Análise estruturada e teórica aberta à correção pública.
A833,Paulin Hountondji,F36,Artes Visuais,M04.1,Não Ciência,Cinza,Prática estética isenta da exigência de validação metodológica universal.
A834,Paulin Hountondji,F36,Artes Cênicas,M04.2,Não Ciência,Cinza,Expressão performática que não requer registro explícito para verificação empírica.
A835,Paulin Hountondji,F36,Artes Musicais,M04.3,Não Ciência,Cinza,Produção cultural e sensorial que dispensa a refutação científica.
A836,Paulin Hountondji,F36,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,Atividade projetual desobrigada da formulação de hipóteses submetidas à crítica.
A837,Paulin Hountondji,F36,Astrologia,M05,Pseudociência,Vermelho,Rejeita evidências contrárias de forma sistemática e exige adesão passiva.
A838,Paulin Hountondji,F36,Astronomia,M06,Ciência,Verde,Pesquisa fundamentada em metodologia universal rigorosa e literatura explícita.
A839,Paulin Hountondji,F36,Ecologia,M07.1,Ciência,Verde,Investigação empírica permanentemente aberta à refutação metodológica.
A840,Paulin Hountondji,F36,Biologia Molecular,M07.2,Ciência,Verde,Sustentada por investigação empírica universal e revisão teórica contínua.
A841,Paulin Hountondji,F36,Biorritmos,M08,Pseudociência,Vermelho,Postulados sem evidência empírica que rejeitam a validação universal.
A842,Paulin Hountondji,F36,Criacionismo,M09,Pseudociência,Vermelho,Fundamentado na fé dogmática e intolerante à refutação analítica.
A843,Paulin Hountondji,F36,Design Inteligente,M10,Pseudociência,Vermelho,"Exige crença passiva disfarçada, fugindo da validação metodológica universal."
A844,Paulin Hountondji,F36,Direito,M11,Não Ciência,Cinza,Sistema normativo estruturado não orientado à refutação empírica.
A845,Paulin Hountondji,F36,Microeconomia,M12.1,Ciência,Verde,Modelagem teórica validada publicamente e aberta à correção.
A846,Paulin Hountondji,F36,Macroeconomia,M12.2,Ciência,Verde,Investigação sistemática submetida a debate público e evidências fáticas.
A847,Paulin Hountondji,F36,Economia aplicada,M12.3,Ciência,Verde,Aplicação de modelos sujeitos à estrita verificação prática por pares.
A848,Paulin Hountondji,F36,Engenharia de pesca,M13.1,Ciência,Verde,Aplicação rigorosa de evidências sob o crivo da crítica científica.
A849,Paulin Hountondji,F36,Engenharia aeroespacial,M13.2,Ciência,Verde,Testada metodologicamente e submetida a verificação empírica universal.
A850,Paulin Hountondji,F36,Esportes,M14,Não Ciência,Cinza,Prática física que não compõe discurso explícito de refutação metódica.
A851,Paulin Hountondji,F36,Filosofia - Estética,M15.1,Não Ciência,Cinza,"Discurso crítico estruturado, porém isento de validação metodológica fática."
A852,Paulin Hountondji,F36,Filosofia - Ética,M15.2,Não Ciência,Cinza,Literatura explícita axiológica não baseada em experimentação material estrita.
A853,Paulin Hountondji,F36,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,"Discurso rigoroso, porém inacessível à experimentação empírica universal."
A854,Paulin Hountondji,F36,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,Reflexão crítica estruturada que prescinde de refutação fenomenológica.
A855,Paulin Hountondji,F36,Filosofia - Lógica,M15.5,Não Ciência,Cinza,Sistema axiomático rigoroso independente de validação empírica observacional.
A856,Paulin Hountondji,F36,Física,M18,Ciência,Verde,Paradigma da investigação metodológica universal sujeita à contínua refutação.
A857,Paulin Hountondji,F36,Frenologia,M19,Pseudociência,Vermelho,Rejeitou evidências contrárias e ruiu sob a crítica metodológica histórica.
A858,Paulin Hountondji,F36,Geografia Física,M20.1,Ciência,Verde,Pesquisa empírica com autoria individual sujeita à validação estruturada.
A859,Paulin Hountondji,F36,Geografia Humana,M20.2,Ciência,Verde,Investigação sistemática baseada em evidências sociais e revisão teórica.
A860,Paulin Hountondji,F36,Geotecnologias,M20.3,Ciência,Verde,Aplicação de ferramentas tecnológicas submetidas a testes de validade universal.
A861,Paulin Hountondji,F36,História,M21,Não Ciência,Cinza,"Discurso crítico baseado em registro documental, sem validação experimental universal."
A862,Paulin Hountondji,F36,Homeopatia,M22,Pseudociência,Vermelho,Rejeita evidências contrárias de forma sistemática frente à experimentação rigorosa.
A863,Paulin Hountondji,F36,Linguística Formal,M23,Ciência,Verde,Modelos lógicos explícitos permanentemente avaliados pela comunidade acadêmica.
A864,Paulin Hountondji,F36,Literatura,M24,Não Ciência,Cinza,Arte narrativa que não se propõe a ser objeto de verificação metodológica.
A865,Paulin Hountondji,F36,Marxismo,M25,Pseudociência,Vermelho,"Vertentes dogmáticas exigem adesão passiva, blindando postulados da crítica."
A866,Paulin Hountondji,F36,Matemática,M26,Não Ciência,Cinza,Discurso racional formal isento de experimentação e refutação fenomenológica.
A867,Paulin Hountondji,F36,Medicina,M27,Ciência,Verde,Pesquisa e aplicação clínica rigorosamente testada e aberta à correção.
A868,Paulin Hountondji,F36,Psicologia,M28,Ciência,Verde,Investigação empírica e teórica submetida à crítica metodológica constante.
A869,Paulin Hountondji,F36,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,Narrativa de adesão passiva e anônima infensa à refutação analítica.
A870,Paulin Hountondji,F36,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Tradição mítica que exige a aceitação não crítica e passiva de seguidores.
A871,Paulin Hountondji,F36,Neurociência,M30,Ciência,Verde,Investigação científica ancorada em rigorosa validação metodológica pública.
A872,Paulin Hountondji,F36,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Alegações imunes à crítica e isentas de reprodutibilidade metodológica universal.
A873,Paulin Hountondji,F36,Pedagogia,M32,Não Ciência,Cinza,Prática formativa baseada em literatura explícita não orientada à refutação universal.
A874,Paulin Hountondji,F36,Política,M33,Não Ciência,Cinza,Prática institucional frequentemente pautada por adesão cega em vez de crítica analítica.
A875,Paulin Hountondji,F36,Psicanálise,M34,Pseudociência,Vermelho,Resiste à refutação criando defesas teóricas imunes à verificação universal.
A876,Paulin Hountondji,F36,Química Analítica ,M35,Ciência,Verde,Investigação rigorosamente estruturada em experimentação universal inquestionável.
A877,Paulin Hountondji,F36,Física - Química ,M35,Ciência,Verde,Disciplina sustentada por registros explícitos e crítica metodológica severa.
A878,Paulin Hountondji,F36,Quiropraxia,M36,Pseudociência,Vermelho,Preserva postulados refratários à crítica analítica clínica por especialistas.
A879,Paulin Hountondji,F36,Religião,M37,Não Ciência,Cinza,"Fundamentada na fé, isentando-se da crítica e da refutação investigativa empírica."
A880,Paulin Hountondji,F36,Sociologia,M38,Ciência,Verde,Investigação sistemática baseada em literatura acadêmica explícita e revisada.
A881,Paulin Hountondji,F36,Teologia,M39,Não Ciência,Cinza,Fundamentada em pressupostos dogmáticos impenetráveis à experimentação universal.
A882,Paulin Hountondji,F36,Teoria das Cordas,M40,Não Ciência,Cinza,"Inserida em comunidade científica aberta à crítica, sem refutação empírica atual."
A883,Paulin Hountondji,F36,Terraplanismo,M41,Pseudociência,Vermelho,"Rejeita evidências contrárias de forma sistemática, irracional e cega."
A884,Paulin Hountondji,F36,Atomismo,M42,Ciência,Verde,Teoria sustentada por vasta investigação empírica submetida a verificação pública.
A885,Paulin Hountondji,F36,Criticismo literário,M43,Não Ciência,Cinza,Análise textual sistemática desobrigada da validação e refutação científica fática.
A886,Francis Bacon,F02,Acupuntura,M01,Pseudociência,Vermelho,"Baseia-se em superstição, crenças irracionais e observação defeituosa. São enganações que atrapalham o verdadeiro progresso prático."
A887,Francis Bacon,F02,Alquimia,M02,Pseudociência,Vermelho,"Bacon criticava a forma que era praticado na sua época (cheias de dogmas, misticismo e falta de testes rigorosos e abertos), considerando-a farsas, embora acreditasse que uma versão ""purificada"" (observacional) dela pudesse ser útil."
A888,Francis Bacon,F02,Antropologia Biológica,M03.1,Ciência,Verde,"Observa a natureza de forma metódica para extrair suas leis (as ""formas"")."
A889,Francis Bacon,F02,Arqueologia,M03.2,Ciência,Verde,"Observa a natureza de forma metódica para extrair suas leis (as ""formas"")."
A890,Francis Bacon,F02,Antropologia Cultural/Social,M03.3,Ciência,Verde,"Se limitado estritamente à coleta de dados e indução de padrões de comportamento real, Bacon as aceitaria como ramos práticos da filosofia humana (embora seu foco fosse a matéria)."
A891,Francis Bacon,F02,Antropologia Linguística,M03.4,Ciência,Verde,"Se limitado estritamente à coleta de dados e indução de padrões de comportamento real, Bacon as aceitaria como ramos práticos da filosofia humana (embora seu foco fosse a matéria)."
A892,Francis Bacon,F02,Artes Visuais,M04.1,Não Ciência,Cinza,"Pertence à faculdade da ""Imaginação"" e à estética. Não busca a verdade empírica."
A893,Francis Bacon,F02,Artes Cênicas,M04.2,Não Ciência,Cinza,"Pertence à faculdade da ""Imaginação"" e à estética. Não busca a verdade empírica."
A894,Francis Bacon,F02,Artes Musicais,M04.3,Não Ciência,Cinza,"Pertence à faculdade da ""Imaginação"" e à estética. Não busca a verdade empírica."
A895,Francis Bacon,F02,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Pertence à faculdade da ""Imaginação"" e à estética. Não busca a verdade empírica."
A896,Francis Bacon,F02,Astrologia,M05,Pseudociência,Vermelho,"Bacon criticava a forma que eram praticada na sua época (cheias de dogmas, misticismo e falta de testes rigorosos e abertos), considerando-a farsa, embora acreditasse que uma versão ""purificada"" (observacional) dela pudesse ser útil."
A897,Francis Bacon,F02,Astronomia,M06,Ciência,Verde,"Observa a natureza de forma metódica para extrair suas leis (as ""formas"")."
A898,Francis Bacon,F02,Ecologia,M07.1,Ciência,Verde,"Observa a natureza de forma metódica para extrair suas leis (as ""formas"")."
A899,Francis Bacon,F02,Biologia Molecular,M07.2,Ciência,Verde,"Observa a natureza de forma metódica para extrair suas leis (as ""formas"")."
A900,Francis Bacon,F02,Biorritmos,M08,Pseudociência,Vermelho,"Baseia-se em superstição, crenças irracionais e observação defeituosa. São enganações que atrapalham o verdadeiro progresso prático."
A901,Francis Bacon,F02,Criacionismo,M09,Pseudociência,Vermelho,"Bacon era cristão, mas defendia a separação total entre o ""Livro da Natureza"" (Ciência) e o ""Livro de Deus"" (Teologia). Misturar os dois gera ciência fantástica e religião herege."
A902,Francis Bacon,F02,Design Inteligente,M10,Pseudociência,Vermelho,"Bacon era cristão, mas defendia a separação total entre o ""Livro da Natureza"" (Ciência) e o ""Livro de Deus"" (Teologia). Misturar os dois gera ciência fantástica e religião herege."
A903,Francis Bacon,F02,Direito,M11,Não Ciência,Cinza,"Saberes civis e de convenção humana. Busca a ordem, não a descoberta das leis da natureza."
A904,Francis Bacon,F02,Microeconomia,M12.1,Ciência,Verde,"Se limitado estritamente à coleta de dados e indução de padrões de comportamento real, Bacon as aceitaria como ramos práticos da filosofia humana (embora seu foco fosse a matéria)."
A905,Francis Bacon,F02,Macroeconomia,M12.2,Ciência,Verde,"Se limitado estritamente à coleta de dados e indução de padrões de comportamento real, Bacon as aceitaria como ramos práticos da filosofia humana (embora seu foco fosse a matéria)."
A906,Francis Bacon,F02,Economia aplicada,M12.3,Ciência,Verde,"Se limitado estritamente à coleta de dados e indução de padrões de comportamento real, Bacon as aceitaria como ramos práticos da filosofia humana (embora seu foco fosse a matéria)."
A907,Francis Bacon,F02,Engenharia de pesca,M13.1,Ciência,Verde,"Para Bacon, a distinção entre ciência e tecnologia era quase nula. O objetivo da ciência é gerar invenções para melhorar a vida humana. Elas são o ápice do projeto baconiano."
A908,Francis Bacon,F02,Engenharia aeroespacial,M13.2,Ciência,Verde,"Para Bacon, a distinção entre ciência e tecnologia era quase nula. O objetivo da ciência é gerar invenções para melhorar a vida humana. Elas são o ápice do projeto baconiano."
A909,Francis Bacon,F02,Esportes,M14,Não Ciência,Cinza,Prática física.
A910,Francis Bacon,F02,Filosofia - Estética,M15.1,Não Ciência,Cinza,"A ética estuda a vontade humana, não a natureza. A metafísica clássica (descolada da matéria) era rejeitada por ele."
A911,Francis Bacon,F02,Filosofia - Ética,M15.2,Não Ciência,Cinza,"A ética estuda a vontade humana, não a natureza. A metafísica clássica (descolada da matéria) era rejeitada por ele."
